UDI,Product_ID,Type,Air_temperature_K,Process_temperature_K,Rotational_speed_rpm,Torque_Nm,Tool_wear_min,Power_kW,Vibration_mms,Machine_failure
8036,L08036,L,302.2,313.6,1694,47.5,57,8.425,28.039,0
8037,L08037,L,297.5,307.5,1542,34.3,229,5.539,22.294,0
8038,M08038,M,300.8,311.8,1528,52.7,194,8.426,34.338,0
8039,L08039,L,298.5,310.4,1490,42.5,149,6.627,28.614,0
8040,H08040,H,297.6,307.8,1224,36.6,113,4.694,29.906,0
8041,H08041,H,299.1,309.0,1223,29.5,36,3.773,24.217,0
8042,L08042,L,302.1,312.1,1734,48.5,231,8.8,28.111,1
8043,L08043,L,299.3,308.5,1676,39.5,187,6.928,23.562,0
8044,M08044,M,303.1,312.4,1706,42.7,70,7.625,25.115,0
8045,L08045,L,301.1,311.5,1335,46.0,237,6.439,34.569,0
8046,L08046,L,299.2,309.0,1468,42.7,234,6.56,29.183,0
8047,M08047,M,302.3,312.6,1746,31.5,165,5.761,18.165,0
8048,L08048,L,300.9,309.4,1254,45.2,246,5.939,35.931,1
8049,M08049,M,298.1,308.0,1726,48.2,47,8.712,27.955,0
8050,L08050,L,303.7,314.7,1383,43.6,183,6.313,31.395,0
8051,L08051,L,300.5,309.4,1329,46.3,38,6.447,34.805,0
8052,L08052,L,300.0,310.1,1494,47.3,173,7.391,31.59,0
8053,H08053,H,298.3,306.4,1277,36.0,230,4.818,28.289,1
8054,M08054,M,302.4,311.1,1121,35.7,134,4.185,31.803,0
8055,M08055,M,301.0,311.8,1515,62.3,191,9.88,41.079,1
8056,L08056,L,301.3,310.9,1607,53.3,36,8.962,33.244,0
8057,L08057,L,299.0,310.8,1743,39.5,158,7.213,22.76,0
8058,L08058,L,301.7,312.1,1621,46.8,16,7.951,28.909,0
8059,L08059,L,301.8,312.4,1893,30.6,9,6.071,16.251,0
8060,L08060,L,298.7,307.6,1772,34.0,159,6.312,19.256,0
8061,M08061,M,297.2,306.8,1648,27.5,143,4.75,16.906,0
8062,L08062,L,301.2,310.4,1594,42.9,82,7.153,26.87,0
8063,H08063,H,296.9,305.8,1746,43.0,128,7.857,24.537,0
8064,L08064,L,300.3,311.0,1057,50.8,171,5.629,48.099,0
8065,H08065,H,299.1,310.0,1404,37.9,161,5.569,26.885,0
8066,L08066,L,302.4,312.8,1128,50.7,18,5.986,44.868,0
8067,L08067,L,299.2,308.4,1633,46.5,170,7.955,28.545,0
8068,L08068,L,302.2,312.5,1351,64.6,165,9.141,47.744,1
8069,L08069,L,299.0,307.1,2104,56.7,167,12.486,26.913,1
8070,L08070,L,302.0,313.3,1396,54.9,212,8.031,39.303,1
8071,L08071,L,304.1,312.8,1521,48.4,144,7.704,31.744,0
8072,L08072,L,297.9,306.7,1420,31.1,234,4.617,21.769,0
8073,M08073,M,300.6,310.7,1402,42.9,245,6.304,30.715,0
8074,M08074,M,305.5,315.7,1251,62.5,188,8.183,50.09,0
8075,M08075,M,300.1,310.1,1244,45.1,90,5.871,36.326,0
8076,L08076,L,300.1,309.0,1064,31.8,36,3.542,29.962,0
8077,M08077,M,301.6,312.7,1609,43.4,205,7.306,26.905,0
8078,L08078,L,300.1,308.4,1415,30.1,37,4.461,21.291,0
8079,L08079,L,296.6,305.1,1887,31.4,37,6.211,16.585,0
8080,L08080,L,302.3,312.2,1251,44.1,230,5.782,35.257,0
8081,L08081,L,296.0,304.7,1795,47.4,140,8.91,26.396,0
8082,L08082,L,299.2,310.4,1814,32.0,73,6.084,17.509,0
8083,L08083,L,302.4,311.2,1755,34.4,241,6.324,19.612,0
8084,L08084,L,299.3,310.8,1547,25.7,177,4.169,16.584,0
8085,M08085,M,298.6,309.6,1432,38.7,134,5.806,27.05,0
8086,M08086,M,301.8,313.0,1755,20.5,82,3.775,11.679,0
8087,H08087,H,298.3,310.2,1342,37.0,169,5.2,27.618,0
8088,M08088,M,297.6,307.6,1554,40.8,183,6.639,26.319,0
8089,L08089,L,300.5,309.5,1491,22.4,178,3.505,14.924,0
8090,M08090,M,299.6,309.5,1322,29.9,49,4.142,22.611,0
8091,M08091,M,297.5,306.9,1556,39.4,174,6.418,25.262,0
8092,L08092,L,301.3,310.6,1648,38.0,145,6.565,23.192,0
8093,L08093,L,300.9,311.1,1314,38.5,213,5.297,29.471,0
8094,H08094,H,299.3,309.0,1592,42.9,156,7.149,26.939,0
8095,L08095,L,299.4,308.7,1054,23.3,37,2.57,22.127,1
8096,H08096,H,300.9,310.7,1290,47.1,80,6.362,36.349,0
8097,L08097,L,302.4,312.9,1409,36.8,186,5.43,26.166,0
8098,L08098,L,299.4,310.4,1571,34.0,185,5.601,21.634,0
8099,L08099,L,301.3,309.7,1674,21.4,56,3.743,12.892,0
8100,L08100,L,301.1,310.8,1517,37.3,89,5.928,24.588,0
8101,M08101,M,301.8,311.6,1613,45.1,4,7.623,27.885,0
8102,H08102,H,300.1,308.9,1468,41.4,83,6.366,28.08,0
8103,L08103,L,298.2,308.1,1581,41.7,7,6.905,26.4,0
8104,L08104,L,299.1,309.2,1570,36.6,218,6.02,23.258,0
8105,M08105,M,300.7,311.2,1398,39.4,167,5.768,28.297,0
8106,M08106,M,303.6,313.7,1429,28.9,242,4.328,20.306,0
8107,L08107,L,299.0,308.2,1620,40.0,223,6.778,24.651,0
8108,L08108,L,301.6,313.6,1862,35.1,151,6.843,18.903,0
8109,M08109,M,299.3,310.2,1741,28.8,126,5.243,16.686,0
8110,M08110,M,300.2,310.8,1274,47.5,221,6.344,37.2,0
8111,L08111,L,303.0,314.0,1275,24.2,75,3.238,18.958,1
8112,L08112,L,301.5,311.8,1393,45.2,56,6.599,32.676,0
8113,H08113,H,297.5,308.8,1520,45.9,103,7.301,30.107,0
8114,M08114,M,298.9,308.9,1510,34.7,13,5.49,23.07,0
8115,L08115,L,302.5,312.5,1748,50.3,75,9.208,28.896,1
8116,L08116,L,300.3,310.9,1759,34.5,21,6.358,19.621,0
8117,M08117,M,297.7,309.3,1501,33.9,13,5.327,22.644,0
8118,L08118,L,298.4,309.9,1454,28.0,138,4.264,19.219,0
8119,L08119,L,301.4,312.0,1603,39.9,177,6.702,25.077,0
8120,L08120,L,302.0,312.5,1713,30.4,134,5.455,17.714,0
8121,L08121,L,300.0,310.7,1610,32.1,18,5.411,19.826,0
8122,M08122,M,305.0,315.9,1414,39.3,99,5.825,27.921,0
8123,L08123,L,301.6,312.9,1378,39.8,28,5.736,28.937,0
8124,M08124,M,299.5,309.3,1278,52.6,163,7.033,41.145,0
8125,L08125,L,298.4,309.7,1539,49.3,207,7.945,32.05,1
8126,L08126,L,298.1,308.4,1625,45.5,29,7.743,27.963,0
8127,L08127,L,300.7,311.3,1647,38.5,17,6.646,23.324,0
8128,H08128,H,299.0,310.4,1730,36.0,101,6.516,20.721,0
8129,M08129,M,303.3,314.1,1796,39.7,76,7.473,22.154,0
8130,L08130,L,302.9,313.8,1225,34.4,65,4.418,28.091,0
8131,M08131,M,301.3,310.9,1581,33.0,53,5.462,20.719,0
8132,M08132,M,297.6,309.1,1588,39.2,79,6.52,24.653,0
8133,H08133,H,298.7,309.4,1485,31.2,241,4.855,20.997,1
8134,L08134,L,302.5,312.6,1334,31.8,214,4.448,23.906,0
8135,M08135,M,298.9,310.0,1789,49.5,150,9.282,27.727,1
8136,L08136,L,302.2,314.8,1382,26.2,200,3.793,19.132,0
8137,L08137,L,300.9,309.8,1061,29.6,4,3.291,27.79,1
8138,H08138,H,300.1,309.3,1504,52.7,28,8.305,35.117,0
8139,L08139,L,298.6,311.3,1452,36.1,73,5.487,24.904,0
8140,L08140,L,299.8,310.2,1872,53.8,161,10.536,28.753,1
8141,L08141,L,300.4,310.6,1598,28.3,221,4.74,17.697,0
8142,M08142,M,302.1,311.9,1439,40.7,58,6.139,28.242,0
8143,M08143,M,298.2,309.4,1461,47.7,35,7.299,32.666,0
8144,L08144,L,299.5,312.1,1458,30.9,212,4.725,21.038,0
8145,H08145,H,300.1,309.4,1943,56.7,102,11.548,29.105,1
8146,L08146,L,301.3,311.2,1635,36.1,175,6.181,21.979,0
8147,L08147,L,298.2,307.8,1219,45.1,137,5.754,37.054,0
8148,H08148,H,297.4,308.1,1451,33.2,44,5.048,22.955,0
8149,L08149,L,301.3,312.6,1495,54.9,175,8.599,36.619,0
8150,L08150,L,297.0,308.6,1278,43.0,105,5.761,33.529,0
8151,L08151,L,302.6,313.3,1143,61.0,72,7.301,53.179,0
8152,M08152,M,299.7,312.2,1619,51.8,226,8.781,32.085,0
8153,L08153,L,296.9,306.3,1339,48.4,1,6.783,36.214,0
8154,H08154,H,299.0,308.2,1750,30.4,101,5.579,17.467,0
8155,M08155,M,300.8,312.2,1502,40.8,75,6.422,27.346,0
8156,L08156,L,298.9,309.1,1405,36.8,14,5.42,26.391,0
8157,M08157,M,300.0,308.7,1017,40.3,20,4.286,39.503,0
8158,L08158,L,301.5,311.2,1744,41.5,43,7.577,23.737,0
8159,L08159,L,299.6,309.9,1559,31.0,126,5.059,19.962,0
8160,M08160,M,298.1,307.5,1410,38.4,71,5.676,26.975,0
8161,H08161,H,299.4,308.4,1322,39.0,209,5.404,29.504,0
8162,L08162,L,302.8,312.6,1820,29.9,60,5.698,16.525,0
8163,L08163,L,303.4,312.3,1287,48.0,180,6.471,37.26,0
8164,L08164,L,296.0,306.6,1426,42.2,53,6.307,29.678,0
8165,L08165,L,302.2,310.2,1614,48.1,11,8.135,29.623,0
8166,L08166,L,300.5,310.6,1790,44.9,66,8.412,25.095,0
8167,L08167,L,301.8,312.4,1457,22.9,209,3.488,15.649,1
8168,M08168,M,298.9,308.8,1353,31.7,21,4.487,23.382,0
8169,L08169,L,296.5,307.6,1479,56.5,86,8.754,38.137,0
8170,L08170,L,301.2,309.8,1681,47.9,2,8.423,28.627,0
8171,M08171,M,298.1,307.4,1726,23.8,158,4.298,13.787,0
8172,M08172,M,297.2,306.9,1225,44.7,236,5.734,36.505,0
8173,L08173,L,297.4,308.1,1523,31.7,96,5.053,21.008,0
8174,L08174,L,301.2,311.4,1213,19.0,144,2.418,15.598,1
8175,M08175,M,300.3,312.4,1677,56.6,113,9.934,33.751,1
8176,L08176,L,301.6,310.8,1584,40.8,243,6.762,25.652,0
8177,L08177,L,301.3,309.9,1316,42.2,184,5.81,31.977,0
8178,M08178,M,299.2,310.9,1807,27.4,11,5.19,15.213,0
8179,L08179,L,299.9,308.4,1567,28.5,27,4.672,18.139,0
8180,L08180,L,299.0,309.7,1545,24.1,118,3.897,15.786,0
8181,L08181,L,299.6,308.6,1464,54.2,158,8.306,37.175,0
8182,L08182,L,298.1,306.0,1498,23.6,73,3.698,15.712,0
8183,L08183,L,300.8,310.4,1424,56.2,169,8.374,39.298,0
8184,H08184,H,302.2,313.0,1352,30.1,144,4.265,22.262,0
8185,L08185,L,298.4,307.1,1746,27.7,109,5.068,15.983,0
8186,L08186,L,302.6,313.1,1401,39.4,146,5.789,28.058,0
8187,L08187,L,300.2,311.0,1395,33.2,229,4.843,23.934,0
8188,H08188,H,300.5,309.2,1474,41.0,61,6.325,27.853,0
8189,L08189,L,296.6,306.4,1785,31.2,198,5.837,17.379,0
8190,L08190,L,296.4,308.0,1726,36.9,3,6.664,21.29,0
8191,M08191,M,300.3,310.9,1421,32.4,21,4.824,22.76,0
8192,L08192,L,301.6,311.3,1745,48.6,237,8.885,27.772,1
8193,L08193,L,298.7,309.1,1522,45.1,174,7.191,29.542,0
8194,L08194,L,303.3,312.7,1331,42.5,158,5.922,31.849,0
8195,L08195,L,301.5,312.6,1405,50.5,84,7.434,35.936,0
8196,L08196,L,298.2,309.3,1775,42.6,46,7.923,24.153,0
8197,M08197,M,300.1,310.2,1917,41.8,95,8.387,21.847,0
8198,L08198,L,305.0,315.2,1564,38.8,150,6.355,24.859,0
8199,L08199,L,297.5,306.5,1387,32.8,159,4.768,23.715,0
8200,L08200,L,301.1,309.7,1475,32.9,42,5.076,22.198,0
8201,L08201,L,299.4,309.0,1348,41.5,111,5.852,30.891,0
8202,L08202,L,301.4,311.3,1377,50.2,142,7.234,36.407,0
8203,H08203,H,302.5,313.6,1357,45.7,240,6.495,33.647,0
8204,L08204,L,299.2,310.1,1484,45.6,137,7.094,30.794,0
8205,M08205,M,302.2,312.4,1524,28.9,145,4.619,19.237,0
8206,L08206,L,304.4,315.6,1470,45.2,191,6.964,30.703,0
8207,L08207,L,300.1,309.2,1456,36.0,105,5.489,24.572,0
8208,L08208,L,301.6,312.6,1652,41.8,96,7.224,25.304,0
8209,L08209,L,298.8,308.0,1454,45.5,148,6.932,31.372,0
8210,L08210,L,300.0,311.3,1467,28.4,196,4.369,19.342,0
8211,L08211,L,299.6,309.6,1465,41.6,159,6.377,28.325,0
8212,M08212,M,301.6,309.6,1809,42.4,47,8.024,23.295,0
8213,L08213,L,302.4,313.1,1402,50.0,99,7.338,35.693,0
8214,L08214,L,299.8,310.6,1619,34.8,128,5.906,21.705,0
8215,L08215,L,303.1,312.6,1350,39.4,131,5.57,29.34,0
8216,L08216,L,303.1,312.7,1570,41.7,85,6.856,26.591,0
8217,L08217,L,301.7,311.5,1609,34.8,131,5.87,21.603,0
8218,L08218,L,299.0,307.0,1717,34.6,168,6.23,20.22,0
8219,L08219,L,298.8,306.4,1423,34.3,117,5.106,24.043,0
8220,M08220,M,298.4,309.7,1277,38.7,113,5.179,30.254,0
8221,M08221,M,301.9,311.1,1343,57.5,200,8.084,42.803,0
8222,L08222,L,297.6,309.4,1693,39.1,189,6.928,23.212,0
8223,L08223,L,301.4,312.7,1916,44.9,106,9.006,23.398,1
8224,M08224,M,297.8,309.4,1667,40.3,249,7.037,24.166,0
8225,L08225,L,301.6,311.0,1248,36.9,17,4.824,29.571,0
8226,L08226,L,300.0,308.4,1660,39.8,81,6.912,24.028,0
8227,L08227,L,302.7,311.6,1311,47.7,9,6.549,36.458,0
8228,L08228,L,302.3,311.8,1430,39.5,210,5.911,27.487,1
8229,L08229,L,302.9,310.5,1537,38.4,189,6.181,24.953,0
8230,L08230,L,302.9,312.4,1571,37.7,171,6.195,24.077,0
8231,L08231,L,300.3,310.1,1513,30.1,54,4.764,19.837,0
8232,L08232,L,297.7,306.4,1380,50.4,177,7.282,36.668,0
8233,M08233,M,297.9,306.9,1712,35.5,89,6.37,20.823,0
8234,L08234,L,295.8,305.6,1394,54.7,217,7.987,39.397,1
8235,L08235,L,297.8,308.2,1751,42.4,50,7.783,24.212,0
8236,L08236,L,300.1,309.2,1228,54.1,54,6.952,44.088,0
8237,M08237,M,298.9,309.2,1543,38.0,240,6.141,24.699,0
8238,M08238,M,299.6,309.8,1255,32.7,129,4.293,26.143,0
8239,M08239,M,301.0,311.0,1333,50.4,112,7.041,37.864,0
8240,L08240,L,299.4,308.7,1397,34.4,88,5.032,24.721,0
8241,M08241,M,297.8,306.4,1804,52.9,208,9.986,29.234,1
8242,M08242,M,299.9,311.6,1762,45.8,88,8.447,25.986,0
8243,L08243,L,298.2,308.8,1675,54.6,89,9.584,32.478,1
8244,L08244,L,299.5,310.5,1507,30.2,31,4.77,20.041,0
8245,L08245,L,302.7,312.6,1538,49.6,130,7.981,32.15,0
8246,M08246,M,299.5,309.3,1753,32.6,231,5.98,18.611,1
8247,L08247,L,303.5,314.0,1640,16.0,239,2.754,9.875,1
8248,L08248,L,302.9,311.0,1504,49.0,249,7.709,32.618,1
8249,H08249,H,298.8,307.7,1797,39.9,118,7.517,22.298,0
8250,M08250,M,297.8,307.0,1663,49.6,194,8.642,29.851,0
8251,H08251,H,299.9,309.4,1548,40.9,138,6.635,26.412,0
8252,H08252,H,302.3,311.4,1408,40.2,137,5.93,28.44,0
8253,L08253,L,299.0,309.4,1390,55.0,202,8.003,39.355,1
8254,M08254,M,301.8,311.9,1433,41.2,209,6.179,28.593,0
8255,L08255,L,302.4,313.8,1591,35.2,5,5.874,22.081,0
8256,M08256,M,298.5,310.9,1667,39.1,236,6.829,23.554,0
8257,L08257,L,298.6,307.4,1211,41.6,206,5.273,34.205,0
8258,H08258,H,301.4,311.6,1111,11.6,180,1.344,10.32,1
8259,M08259,M,300.3,310.4,1310,44.9,213,6.16,34.244,0
8260,M08260,M,298.6,308.6,1418,53.6,134,7.96,37.908,0
8261,L08261,L,299.3,308.2,1739,39.5,193,7.196,22.714,0
8262,L08262,L,299.9,308.9,1444,35.8,150,5.412,24.802,0
8263,M08263,M,296.9,307.1,1551,43.9,136,7.126,28.332,0
8264,L08264,L,301.5,310.6,1584,57.4,53,9.525,36.409,1
8265,M08265,M,299.0,309.2,1295,44.7,212,6.062,34.512,0
8266,L08266,L,294.4,304.2,1792,42.1,221,7.909,23.341,0
8267,M08267,M,300.0,310.1,1367,36.1,243,5.167,26.416,0
8268,L08268,L,298.5,307.6,1812,29.3,30,5.561,16.317,0
8269,M08269,M,303.4,313.5,1475,40.2,73,6.214,27.346,0
8270,M08270,M,298.8,307.9,1432,40.4,171,6.063,28.235,0
8271,L08271,L,297.8,308.0,1278,20.7,214,2.767,16.218,1
8272,L08272,L,301.0,312.4,1539,32.7,188,5.277,21.078,0
8273,L08273,L,298.7,308.9,1951,51.6,114,10.539,26.246,1
8274,L08274,L,298.4,308.8,1583,37.4,181,6.202,23.732,0
8275,L08275,L,301.0,311.8,1554,15.4,18,2.513,10.065,1
8276,M08276,M,297.9,306.5,1367,56.0,166,8.016,40.921,1
8277,L08277,L,297.1,308.8,1618,31.1,2,5.268,19.227,0
8278,L08278,L,303.5,312.4,1532,35.3,12,5.661,23.109,0
8279,L08279,L,301.2,312.0,1487,50.6,189,7.885,34.199,0
8280,L08280,L,299.5,310.2,1599,32.6,119,5.455,20.367,0
8281,L08281,L,300.0,309.1,1137,20.3,15,2.417,17.931,1
8282,H08282,H,301.0,312.0,1480,42.2,120,6.536,28.698,0
8283,M08283,M,301.9,312.4,1261,48.0,16,6.332,38.024,0
8284,L08284,L,298.5,310.4,1506,35.3,87,5.568,23.455,0
8285,L08285,L,300.7,310.9,1355,38.8,39,5.502,28.5,0
8286,M08286,M,299.0,308.9,1369,28.2,55,4.043,20.497,0
8287,L08287,L,299.6,309.1,1233,30.0,49,3.88,24.449,0
8288,L08288,L,300.3,308.6,1723,36.8,93,6.637,21.466,0
8289,L08289,L,300.0,309.7,1364,46.5,27,6.642,34.186,0
8290,L08290,L,301.5,311.2,1375,41.0,132,5.901,29.695,0
8291,H08291,H,301.0,311.2,1806,50.2,102,9.495,27.774,1
8292,M08292,M,297.0,305.6,1614,56.5,210,9.553,35.085,1
8293,L08293,L,297.3,307.0,1093,48.9,206,5.593,44.477,1
8294,L08294,L,299.3,309.8,1777,24.1,206,4.485,13.608,0
8295,M08295,M,303.7,314.3,1830,37.2,117,7.12,20.5,0
8296,M08296,M,298.3,306.4,1811,48.8,73,9.248,27.045,1
8297,M08297,M,299.6,310.3,1634,38.8,104,6.638,23.512,0
8298,M08298,M,298.9,308.7,1280,23.8,172,3.19,18.644,1
8299,L08299,L,298.9,308.7,1490,34.5,132,5.381,23.16,0
8300,M08300,M,300.4,308.0,1210,17.3,156,2.19,14.301,1
8301,M08301,M,302.8,314.3,1327,37.2,173,5.172,28.067,0
8302,L08302,L,300.9,311.1,1278,33.2,230,4.436,25.911,0
8303,M08303,M,298.4,306.9,1375,36.4,236,5.239,26.243,1
8304,L08304,L,305.5,315.9,1533,51.8,210,8.317,33.835,0
8305,L08305,L,300.2,310.5,1411,26.7,16,3.943,18.975,0
8306,L08306,L,298.8,310.1,1402,32.8,245,4.82,23.345,0
8307,L08307,L,302.8,312.5,1442,28.6,176,4.316,19.95,0
8308,L08308,L,299.1,309.1,1800,50.7,173,9.559,28.012,1
8309,L08309,L,303.3,312.7,1933,51.3,6,10.385,26.376,1
8310,L08310,L,298.3,308.9,1410,43.6,120,6.437,30.934,0
8311,L08311,L,302.9,312.1,1567,43.1,157,7.071,27.422,0
8312,L08312,L,300.4,309.5,1332,28.0,70,3.904,21.12,0
8313,L08313,L,302.6,312.5,1654,42.0,21,7.271,25.353,0
8314,M08314,M,303.8,312.6,1405,28.8,133,4.234,20.625,0
8315,L08315,L,297.7,309.3,1358,40.4,112,5.746,29.691,0
8316,L08316,L,302.6,314.5,1900,36.6,11,7.277,19.257,0
8317,M08317,M,297.2,306.7,1229,34.1,130,4.383,27.519,0
8318,M08318,M,297.9,306.5,1009,40.3,27,4.258,39.901,0
8319,M08319,M,298.4,308.7,1647,46.8,106,8.067,28.407,0
8320,L08320,L,301.0,310.5,1426,57.8,68,8.627,40.609,0
8321,L08321,L,300.1,311.2,1371,45.5,243,6.533,33.048,1
8322,M08322,M,299.7,308.9,2046,62.8,9,13.453,30.651,1
8323,L08323,L,300.3,310.8,1646,42.0,140,7.241,25.667,0
8324,L08324,L,301.2,311.3,1488,57.8,38,9.014,39.021,1
8325,L08325,L,301.3,310.7,1358,44.4,80,6.31,32.569,0
8326,M08326,M,302.2,312.4,1589,42.4,46,7.056,26.611,0
8327,L08327,L,303.6,314.5,1153,38.3,249,4.628,33.051,0
8328,H08328,H,300.0,310.0,1397,43.0,8,6.288,30.566,0
8329,M08329,M,299.0,309.1,1493,44.3,135,6.927,29.652,0
8330,L08330,L,301.2,310.4,1543,25.8,152,4.172,16.676,0
8331,M08331,M,297.7,308.9,1472,47.0,193,7.243,32.146,0
8332,M08332,M,298.6,309.7,1361,25.2,156,3.587,18.516,0
8333,M08333,M,302.0,311.6,1684,47.0,58,8.291,27.894,0
8334,L08334,L,299.8,309.6,1170,46.0,150,5.633,39.384,0
8335,M08335,M,297.6,309.0,1444,54.2,244,8.2,37.635,1
8336,L08336,L,297.0,305.9,1396,31.4,212,4.589,22.592,0
8337,H08337,H,300.1,310.7,1702,30.1,113,5.371,17.724,0
8338,L08338,L,302.3,311.7,1408,51.1,119,7.532,36.265,0
8339,L08339,L,302.3,314.0,1588,29.3,33,4.863,18.442,0
8340,M08340,M,300.2,310.3,1567,28.3,142,4.637,18.038,0
8341,M08341,M,304.0,315.3,1133,42.1,70,4.993,37.094,0
8342,L08342,L,299.8,309.0,1487,39.5,27,6.155,26.692,0
8343,L08343,L,299.7,308.5,1151,41.6,119,5.011,36.069,0
8344,L08344,L,294.9,304.6,1570,45.4,11,7.462,28.797,0
8345,H08345,H,299.1,309.4,1354,45.4,30,6.442,33.558,0
8346,M08346,M,301.7,311.2,1737,39.2,55,7.136,22.647,0
8347,M08347,M,303.1,313.9,1464,40.5,248,6.206,27.509,0
8348,L08348,L,298.3,308.1,1346,39.3,202,5.544,29.193,0
8349,L08349,L,300.9,308.8,1740,40.4,135,7.353,23.111,0
8350,M08350,M,302.1,312.6,1326,26.1,58,3.627,19.926,0
8351,M08351,M,300.0,309.1,1679,47.6,130,8.363,28.339,0
8352,L08352,L,295.4,305.1,1594,50.5,162,8.425,31.84,0
8353,M08353,M,300.5,312.0,1427,46.4,1,6.93,32.524,0
8354,L08354,L,301.5,313.3,1233,45.6,247,5.888,37.026,1
8355,L08355,L,298.1,307.5,1748,30.1,157,5.51,17.207,0
8356,L08356,L,299.5,310.1,1600,25.8,247,4.331,16.131,0
8357,L08357,L,297.7,307.1,1346,48.3,117,6.807,35.894,0
8358,L08358,L,294.9,304.6,1549,40.3,156,6.534,25.943,0
8359,L08359,L,302.1,311.4,1701,41.7,115,7.428,24.508,0
8360,L08360,L,300.0,308.3,1522,42.1,2,6.719,27.521,0
8361,M08361,M,303.2,313.3,1548,42.6,212,6.9,27.523,0
8362,L08362,L,301.7,312.0,1706,46.5,112,8.303,27.11,0
8363,L08363,L,299.3,308.6,1807,39.0,118,7.39,21.612,0
8364,L08364,L,299.8,310.9,1476,20.9,90,3.238,14.224,1
8365,L08365,L,301.1,310.7,1233,46.9,108,6.051,38.181,0
8366,M08366,M,301.9,311.3,1239,45.8,181,5.942,36.963,0
8367,L08367,L,300.6,311.2,1362,27.1,175,3.858,19.839,0
8368,M08368,M,302.2,310.7,1313,28.3,202,3.897,21.521,1
8369,M08369,M,299.4,310.3,1164,48.8,244,5.95,42.04,0
8370,L08370,L,298.0,307.6,1870,51.2,98,10.022,27.371,1
8371,L08371,L,299.9,310.9,1606,13.4,85,2.247,8.248,1
8372,L08372,L,300.4,311.7,1395,44.4,123,6.488,31.844,0
8373,L08373,L,297.6,308.2,1493,37.8,39,5.911,25.12,0
8374,M08374,M,297.3,306.5,1143,40.7,190,4.875,35.661,0
8375,L08375,L,300.9,309.6,1731,41.3,145,7.491,23.782,0
8376,L08376,L,299.2,307.8,1110,32.4,53,3.764,29.135,1
8377,L08377,L,299.7,310.8,1602,46.5,216,7.805,29.242,0
8378,L08378,L,299.3,309.1,1132,33.1,155,3.927,29.2,0
8379,L08379,L,303.0,312.4,1417,47.5,9,7.045,33.575,0
8380,L08380,L,302.5,312.4,1749,49.7,49,9.099,28.523,1
8381,L08381,L,297.5,308.6,1173,31.3,223,3.843,26.746,0
8382,L08382,L,298.9,309.7,1470,31.5,95,4.853,21.477,0
8383,M08383,M,301.7,312.1,1626,41.1,246,7.003,25.195,0
8384,M08384,M,301.2,311.8,1593,55.0,132,9.18,34.488,1
8385,L08385,L,299.9,310.1,1514,34.1,52,5.402,22.388,0
8386,L08386,L,297.7,308.0,1599,36.0,148,6.023,22.457,0
8387,H08387,H,298.6,308.9,1378,43.2,26,6.235,31.327,0
8388,L08388,L,299.0,309.0,1887,46.6,202,9.2,24.593,1
8389,L08389,L,300.6,311.3,1178,45.3,157,5.584,38.488,0
8390,L08390,L,303.4,313.8,1732,40.3,241,7.315,23.226,1
8391,M08391,M,298.6,307.7,1538,36.9,173,5.95,23.987,0
8392,L08392,L,297.9,308.5,1623,43.3,12,7.364,26.526,0
8393,H08393,H,299.8,310.0,1659,8.0,119,1.389,4.826,1
8394,M08394,M,302.1,312.7,1611,58.7,133,9.902,36.42,1
8395,M08395,M,297.1,307.0,1338,38.1,229,5.343,28.451,0
8396,M08396,M,302.9,313.7,1443,41.8,108,6.319,29.027,0
8397,L08397,L,299.7,309.6,1210,61.0,148,7.727,50.433,0
8398,L08398,L,298.5,309.3,1440,32.6,46,4.915,22.684,0
8399,M08399,M,296.8,306.3,1565,63.3,61,10.374,40.537,1
8400,H08400,H,301.4,311.0,1621,47.4,137,8.048,29.303,0
8401,L08401,L,299.7,310.3,1578,44.5,174,7.349,28.34,0
8402,H08402,H,300.3,310.0,1149,46.4,109,5.588,40.43,0
8403,L08403,L,298.2,310.4,1388,31.6,108,4.589,22.668,0
8404,L08404,L,299.4,309.9,1368,23.5,64,3.367,17.149,1
8405,L08405,L,299.0,309.1,1238,28.2,175,3.655,22.735,0
8406,L08406,L,299.8,310.6,1333,50.9,1,7.101,38.079,0
8407,L08407,L,298.7,308.2,1500,30.6,128,4.814,20.175,0
8408,L08408,L,296.9,307.9,1783,23.5,1,4.38,13.182,0
8409,L08409,L,305.5,316.4,1309,39.2,148,5.376,29.946,0
8410,L08410,L,297.3,308.5,1274,45.7,8,6.104,36.093,0
8411,L08411,L,300.4,309.9,1380,40.4,235,5.837,29.448,1
8412,H08412,H,296.5,305.2,1567,46.1,119,7.561,29.455,0
8413,L08413,L,296.0,305.4,1745,51.6,171,9.419,29.602,1
8414,L08414,L,300.2,309.9,1483,45.7,213,7.098,30.748,0
8415,L08415,L,300.3,312.0,1211,38.5,59,4.877,31.782,0
8416,L08416,L,302.5,314.7,1253,34.6,135,4.536,27.559,0
8417,M08417,M,300.8,311.1,1538,47.7,216,7.682,31.041,0
8418,L08418,L,299.7,309.7,1699,42.8,134,7.607,25.086,0
8419,M08419,M,298.1,307.8,1863,31.4,98,6.125,16.891,0
8420,L08420,L,303.0,313.8,1264,53.0,92,7.016,41.827,0
8421,L08421,L,301.9,314.0,1528,42.6,96,6.82,28.198,0
